f1,f2,f3,f4,char_code
0.2903225806451613,0.4516129032258064,0.12903225806451613,0.12903225806451613,102
0.2833333333333333,0.45,0.13333333333333333,0.13333333333333333,102
0.2903225806451613,0.4516129032258064,0.12903225806451613,0.12903225806451613,102
0.13076923076923078,0.2153846153846154,0.25384615384615383,0.4,103
0.14049586776859505,0.17355371900826447,0.32231404958677684,0.3636363636363637,103
0.14049586776859505,0.17355371900826447,0.32231404958677684,0.3636363636363637,103
0.2647058823529412,0.2647058823529412,0.2352941176470588,0.2352941176470588,105
0.2647058823529412,0.2647058823529412,0.2352941176470588,0.2352941176470588,105
0.2571428571428571,0.2857142857142857,0.22857142857142854,0.22857142857142854,105
0.028571428571428567,0.5142857142857142,0.0,0.4571428571428571,105
0.2571428571428571,0.2857142857142857,0.22857142857142854,0.22857142857142854,105
0.2647058823529412,0.2647058823529412,0.2352941176470588,0.2352941176470588,105
0.2647058823529412,0.2647058823529412,0.2352941176470588,0.2352941176470588,105
0.2571428571428571,0.2857142857142857,0.22857142857142854,0.22857142857142854,105
0.028571428571428567,0.5142857142857142,0.0,0.4571428571428571,105
0.028571428571428567,0.5142857142857142,0.0,0.4571428571428571,105
0.028571428571428567,0.5142857142857142,0.0,0.4571428571428571,105
0.0,0.43333333333333335,0.2,0.36666666666666653,106
0.4,0.1411764705882353,0.2823529411764706,0.17647058823529413,107
0.4025974025974026,0.15584415584415584,0.2857142857142857,0.15584415584415584,107
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.3181818181818182,0.3181818181818182,0.18181818181818185,0.18181818181818185,108
0.2711864406779661,0.2542372881355932,0.2033898305084746,0.2711864406779661,109
0.275,0.25833333333333336,0.2,0.26666666666666666,109
0.2711864406779661,0.2542372881355932,0.2033898305084746,0.2711864406779661,109
0.4117647058823529,0.21176470588235294,0.18823529411764706,0.18823529411764706,110
0.4431818181818182,0.19318181818181815,0.18181818181818185,0.18181818181818185,110
0.29577464788732394,0.2535211267605634,0.22535211267605634,0.22535211267605634,110
0.4431818181818182,0.19318181818181815,0.18181818181818185,0.18181818181818185,110
0.29577464788732394,0.2535211267605634,0.22535211267605634,0.22535211267605634,110
0.2857142857142857,0.2571428571428571,0.22857142857142854,0.22857142857142854,110
0.2857142857142857,0.2571428571428571,0.22857142857142854,0.22857142857142854,110
0.4431818181818182,0.19318181818181815,0.18181818181818185,0.18181818181818185,110
0.2857142857142857,0.2571428571428571,0.22857142857142854,0.22857142857142854,110
0.29577464788732394,0.2535211267605634,0.22535211267605634,0.22535211267605634,110
0.29577464788732394,0.2535211267605634,0.22535211267605634,0.22535211267605634,110
0.2898550724637681,0.2463768115942029,0.2318840579710145,0.2318840579710145,110
0.29577464788732394,0.2535211267605634,0.22535211267605634,0.22535211267605634,110
0.2857142857142857,0.2571428571428571,0.22857142857142854,0.22857142857142854,110
0.2898550724637681,0.2463768115942029,0.2318840579710145,0.2318840579710145,110
0.2898550724637681,0.2463768115942029,0.2318840579710145,0.2318840579710145,110
0.4117647058823529,0.21176470588235294,0.18823529411764706,0.18823529411764706,110
0.425,0.175,0.4,0.0,110
0.4117647058823529,0.21176470588235294,0.18823529411764706,0.18823529411764706,110
0.2195121951219512,0.23170731707317074,0.2682926829268293,0.2804878048780488,111
0.21052631578947367,0.2368421052631579,0.2631578947368421,0.2894736842105263,111
0.2125,0.2375,0.2625,0.2875,111
0.21052631578947367,0.2368421052631579,0.2631578947368421,0.2894736842105263,111
0.2125,0.2375,0.2625,0.2875,111
0.2195121951219512,0.23170731707317074,0.2682926829268293,0.2804878048780488,111
0.21052631578947367,0.2368421052631579,0.2631578947368421,0.2894736842105263,111
0.21052631578947367,0.2368421052631579,0.2631578947368421,0.2894736842105263,111
0.2195121951219512,0.23170731707317074,0.2682926829268293,0.2804878048780488,111
0.2786885245901639,0.30327868852459017,0.19672131147540986,0.22131147540983606,111
0.21052631578947367,0.2368421052631579,0.2631578947368421,0.2894736842105263,111
0.2195121951219512,0.23170731707317074,0.2682926829268293,0.2804878048780488,111
0.21428571428571427,0.17346938775510204,0.3979591836734694,0.21428571428571427,112
0.21153846153846154,0.18269230769230768,0.38461538461538464,0.22115384615384612,112
0.21153846153846154,0.18269230769230768,0.38461538461538464,0.22115384615384612,112
0.4516129032258064,0.3763440860215054,0.1720430107526882,0.0,112
0.4,0.2,0.4,0.0,114
0.41025641025641024,0.1794871794871795,0.41025641025641024,0.0,114
0.425,0.175,0.4,0.0,114
0.41025641025641024,0.1794871794871795,0.41025641025641024,0.0,114
0.2419354838709677,0.1774193548387097,0.2258064516129032,0.3548387096774194,115
0.2380952380952381,0.15873015873015872,0.25396825396825395,0.3492063492063492,115
0.2419354838709677,0.1774193548387097,0.2258064516129032,0.3548387096774194,115
0.2380952380952381,0.15873015873015872,0.25396825396825395,0.3492063492063492,115
0.2459016393442623,0.16393442622950818,0.21311475409836064,0.3770491803278688,115
0.2459016393442623,0.16393442622950818,0.21311475409836064,0.3770491803278688,115
0.2380952380952381,0.15873015873015872,0.25396825396825395,0.3492063492063492,115
0.2380952380952381,0.15873015873015872,0.25396825396825395,0.3492063492063492,115
0.2380952380952381,0.15873015873015872,0.25396825396825395,0.3492063492063492,115
0.29411764705882354,0.29411764705882354,0.13725490196078433,0.27450980392156865,116
0.29411764705882354,0.29411764705882354,0.13725490196078433,0.27450980392156865,116
0.2777777777777778,0.3148148148148148,0.1111111111111111,0.2962962962962963,116
0.2777777777777778,0.3148148148148148,0.1111111111111111,0.2962962962962963,116
0.2727272727272727,0.3090909090909091,0.12727272727272726,0.2909090909090909,116
0.2777777777777778,0.3148148148148148,0.1111111111111111,0.2962962962962963,116
0.2777777777777778,0.3148148148148148,0.1111111111111111,0.2962962962962963,116
0.2727272727272727,0.3090909090909091,0.12727272727272726,0.2909090909090909,116
0.29411764705882354,0.29411764705882354,0.13725490196078433,0.27450980392156865,116
0.16666666666666666,0.16666666666666666,0.3055555555555556,0.3611111111111111,117
0.16666666666666666,0.16666666666666666,0.3055555555555556,0.3611111111111111,117
0.23376623376623376,0.15584415584415584,0.2987012987012987,0.3116883116883117,117
0.23376623376623376,0.15584415584415584,0.2987012987012987,0.3116883116883117,117
0.23214285714285715,0.21428571428571427,0.25,0.3035714285714285,118
0.2871287128712871,0.27722772277227725,0.2376237623762376,0.19801980198019806,118
0.20952380952380956,0.2380952380952381,0.2761904761904762,0.2761904761904762,119
0.20952380952380956,0.2380952380952381,0.2761904761904762,0.2761904761904762,119
0.21904761904761905,0.21904761904761905,0.2761904761904762,0.2857142857142857,119
0.21904761904761905,0.21904761904761905,0.2761904761904762,0.2857142857142857,119
0.16666666666666666,0.18055555555555555,0.4305555555555556,0.2222222222222222,121
