f1,f2,f3,f4,char_code
0.1097560975609756,0.25609756097560976,0.2926829268292683,0.3414634146341464,97
0.1097560975609756,0.25609756097560976,0.2926829268292683,0.3414634146341464,97
0.12195121951219512,0.23170731707317074,0.3048780487804878,0.3414634146341464,97
0.1097560975609756,0.25609756097560976,0.2926829268292683,0.3414634146341464,97
0.25862068965517243,0.20689655172413796,0.3275862068965517,0.20689655172413796,99
0.16981132075471694,0.3679245283018868,0.2075471698113208,0.2547169811320755,100
0.17,0.37,0.21,0.25,100
0.17,0.37,0.21,0.25,100
0.17,0.37,0.21,0.25,100
0.17,0.37,0.21,0.25,100
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.17647058823529413,0.2,0.3176470588235294,0.3058823529411765,101
0.17647058823529413,0.2,0.3176470588235294,0.3058823529411765,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.17647058823529413,0.2,0.3176470588235294,0.3058823529411765,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.17045454545454544,0.20454545454545456,0.2954545454545455,0.3295454545454545,101
0.17045454545454544,0.20454545454545456,0.2954545454545455,0.3295454545454545,101
0.17045454545454544,0.20454545454545456,0.2954545454545455,0.3295454545454545,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
0.17045454545454544,0.20454545454545456,0.2954545454545455,0.3295454545454545,101
0.17045454545454544,0.20454545454545456,0.2954545454545455,0.3295454545454545,101
0.17647058823529413,0.2,0.3176470588235294,0.3058823529411765,101
0.18604651162790695,0.1744186046511628,0.3372093023255814,0.3023255813953488,101
